start_time,day,end_time,month,pred_f05,pred_f10,pred_f25,pred_f50,pred_f75,pred_f90,pred_f95,timeblock,year
03-04-2025 04:00,3,03-04-2025 04:15,4,2562.65,2677.82,2821.79,2879.38,2965.76,3109.73,3253.7,39,2025
03-04-2025 04:15,3,03-04-2025 04:30,4,2392.65,2473.3,2580.84,2661.49,2742.14,2876.56,3064.74,40,2025
03-04-2025 04:30,3,03-04-2025 04:45,4,2304.6,2407.03,2509.46,2611.88,2688.7,2867.95,3047.2,41,2025
03-04-2025 04:45,3,03-04-2025 05:00,4,2390.3,2469.1,2574.17,2652.97,2705.5,2889.37,3152.04,42,2025
03-04-2025 05:00,3,03-04-2025 05:15,4,2384.19,2518.14,2598.5,2678.87,2732.45,2919.97,3161.07,43,2025
03-04-2025 05:15,3,03-04-2025 05:30,4,2409.45,2571.89,2626.03,2707.25,2761.4,2950.9,3167.48,44,2025
03-04-2025 05:30,3,03-04-2025 05:45,4,2157.8,2447.26,2631.46,2710.4,2763.03,2841.98,2947.24,45,2025
03-04-2025 05:45,3,03-04-2025 06:00,4,2297.86,2482.75,2641.22,2694.04,2746.87,2826.11,2905.34,46,2025
03-04-2025 06:00,3,03-04-2025 06:15,4,2282.5,2466.15,2571.09,2623.56,2676.03,2728.5,2807.21,47,2025
03-04-2025 06:15,3,03-04-2025 06:30,4,2392.2,2497.35,2576.21,2602.5,2681.37,2760.23,2865.38,48,2025
03-04-2025 06:30,3,03-04-2025 06:45,4,2356.97,2461.73,2540.29,2592.67,2645.05,2723.61,2802.18,49,2025
03-04-2025 06:45,3,03-04-2025 07:00,4,2407.91,2459.69,2511.48,2563.26,2615.04,2692.72,2796.28,50,2025
03-04-2025 07:00,3,03-04-2025 07:15,4,2406.77,2458.52,2510.28,2562.04,2613.8,2691.44,2794.95,51,2025
03-04-2025 07:15,3,03-04-2025 07:30,4,2417.31,2469.3,2547.27,2573.27,2651.25,2729.22,2807.2,52,2025
03-04-2025 07:30,3,03-04-2025 07:45,4,2319.98,2451.8,2583.61,2662.7,2715.43,2768.16,2820.88,53,2025
03-04-2025 07:45,3,03-04-2025 08:00,4,2357.59,2462.37,2593.34,2671.93,2724.32,2776.71,2855.3,54,2025
03-04-2025 08:00,3,03-04-2025 08:15,4,2379.14,2454.27,2529.4,2579.49,2629.58,2704.71,2779.84,55,2025
03-04-2025 08:15,3,03-04-2025 08:30,4,2383.98,2459.26,2534.54,2609.83,2660.02,2760.4,2860.77,56,2025
03-04-2025 08:30,3,03-04-2025 08:45,4,2247.56,2321.66,2395.75,2469.85,2568.64,2667.44,2766.23,57,2025
03-04-2025 08:45,3,03-04-2025 09:00,4,2280.87,2355.25,2429.63,2504,2578.38,2702.34,2776.72,58,2025
03-04-2025 09:00,3,03-04-2025 09:15,4,2316.17,2390.89,2465.6,2540.32,2639.94,2739.56,2814.28,59,2025
03-04-2025 09:15,3,03-04-2025 09:30,4,2276.36,2401.43,2501.49,2576.53,2651.58,2776.65,2826.68,60,2025
03-04-2025 09:30,3,03-04-2025 09:45,4,2204.22,2332.38,2460.53,2537.42,2639.94,2742.46,2819.36,61,2025
03-04-2025 09:45,3,03-04-2025 10:00,4,2460.44,2636.19,2782.64,2899.81,3016.97,3134.14,3222.01,62,2025
03-04-2025 10:00,3,03-04-2025 10:15,4,2401.59,2609.14,2846.33,2935.28,3053.88,3202.12,3350.37,63,2025
03-04-2025 10:15,3,03-04-2025 10:30,4,2633.91,2897.3,3160.69,3292.39,3424.09,3621.63,3917.94,64,2025
03-04-2025 10:30,3,03-04-2025 10:45,4,2653.18,3021.68,3463.87,3648.12,3795.52,3979.77,4090.32,65,2025
03-04-2025 10:45,3,03-04-2025 11:00,4,2761.07,3149.95,3694.39,3927.72,4083.27,4277.71,4549.93,66,2025
03-04-2025 11:00,3,03-04-2025 11:15,4,3018.64,3376.12,3813.02,4011.62,4249.93,4567.68,5282.63,67,2025
03-04-2025 11:15,3,03-04-2025 11:30,4,3198.17,3530.45,3987.33,4278.07,4527.28,4984.16,5399.51,68,2025
03-04-2025 11:30,3,03-04-2025 11:45,4,3422.35,3817.24,4256,4563.14,4826.39,5265.16,5660.04,69,2025
03-04-2025 11:45,3,03-04-2025 12:00,4,3485.61,3843.11,4379.36,4692.17,4915.6,5273.1,5585.91,70,2025
03-04-2025 12:00,3,03-04-2025 12:15,4,3780.91,4168.7,4604.95,4895.79,5089.69,5525.94,6204.57,71,2025
03-04-2025 12:15,3,03-04-2025 12:30,4,4407.76,4742.52,5244.67,5523.65,5802.62,6583.74,7030.09,72,2025
03-04-2025 12:30,3,03-04-2025 12:45,4,4880.96,5381.57,5819.61,6257.64,6633.1,7258.86,7759.47,73,2025
03-04-2025 12:45,3,03-04-2025 13:00,4,6158.55,6462.68,7070.93,7603.15,8059.34,8743.62,9275.84,74,2025
03-04-2025 13:00,3,03-04-2025 13:15,4,7109.38,7559.34,8369.27,8909.22,9359.18,10259.1,10979.04,75,2025
03-04-2025 13:15,3,03-04-2025 13:30,4,7473.7,8153.12,9026.67,9511.98,9997.28,10967.89,11550.26,76,2025
03-04-2025 13:30,3,03-04-2025 13:45,4,8487.17,8881.92,9375.36,9770.11,10559.62,11645.18,12237.31,77,2025
03-04-2025 13:45,3,03-04-2025 14:00,4,8799.93,9199.93,9699.92,9999.92,10899.91,11699.91,12099.9,78,2025
03-04-2025 14:00,3,03-04-2025 14:15,4,8388.49,8987.67,9786.57,10086.16,10885.07,11683.97,12183.29,79,2025
03-04-2025 14:15,3,03-04-2025 14:30,4,8799.89,9299.89,9899.88,10299.88,10899.87,11999.86,12799.85,80,2025
03-04-2025 14:30,3,03-04-2025 14:45,4,7599.9,8399.89,9499.88,10099.87,10399.86,10799.86,11399.85,81,2025
03-04-2025 14:45,3,03-04-2025 15:00,4,8283.27,8882.06,9680.44,10079.64,10279.24,10678.43,11177.42,82,2025
03-04-2025 15:00,3,03-04-2025 15:15,4,8427.35,8819.32,9505.26,9897.23,10093.22,10387.19,10877.16,83,2025
03-04-2025 15:15,3,03-04-2025 15:30,4,8778.02,9168.16,9558.29,9850.89,10045.96,10436.1,10728.7,84,2025
03-04-2025 15:30,3,03-04-2025 15:45,4,8522.34,9012.13,9403.96,9697.83,9893.75,10187.62,10677.41,85,2025
03-04-2025 15:45,3,03-04-2025 16:00,4,8982.46,9179.88,9574.71,9772.13,10068.26,10364.38,10660.51,86,2025
03-04-2025 16:00,3,03-04-2025 16:15,4,8922.24,9213.19,9504.13,9698.09,10086.01,10376.96,10570.92,87,2025
03-04-2025 16:15,3,03-04-2025 16:30,4,8643.03,8828.9,9107.71,9386.52,9665.32,10037.07,10222.94,88,2025
03-04-2025 16:30,3,03-04-2025 16:45,4,7654.12,7990.56,8242.9,8411.12,8579.34,8747.56,8999.9,89,2025
03-04-2025 16:45,3,03-04-2025 17:00,4,7700.37,7948.77,8114.37,8197.17,8362.77,8611.17,8859.57,90,2025
03-04-2025 17:00,3,03-04-2025 17:15,4,7711.6,7792.77,7955.12,8117.47,8198.64,8442.17,8685.69,91,2025
03-04-2025 17:15,3,03-04-2025 17:30,4,7569.02,7648.69,7808.04,7887.72,8047.06,8206.41,8525.11,92,2025
03-04-2025 17:30,3,03-04-2025 17:45,4,7255.2,7563.93,7795.48,7872.67,8027.03,8335.76,8567.31,93,2025
03-04-2025 17:45,3,03-04-2025 18:00,4,7335.93,7567.59,7799.25,7876.47,8108.13,8571.45,8957.55,94,2025
03-04-2025 18:00,3,03-04-2025 18:15,4,6979.05,7279.22,7504.35,7654.44,7804.52,8479.92,9155.31,95,2025
03-04-2025 18:15,3,03-04-2025 18:30,4,6105.12,6370.56,6636,6768.72,6967.8,7697.76,8560.44,96,2025
02-04-2025 18:30,4,02-04-2025 18:45,4,4758.24,5594.14,6301.45,6494.35,6622.95,6880.15,7265.96,1,2025
02-04-2025 18:45,4,02-04-2025 19:00,4,4188.02,4554.47,5025.62,5182.67,5235.02,5444.42,5758.52,2,2025
02-04-2025 19:00,4,02-04-2025 19:15,4,4210.53,4455.32,4798.04,4895.96,4944.92,5238.68,5532.43,3,2025
02-04-2025 19:15,4,02-04-2025 19:30,4,4514.58,4663.42,4861.86,4961.08,5010.69,5209.13,5457.19,4,2025
02-04-2025 19:30,4,02-04-2025 19:45,4,4590.5,4790.08,4939.77,5039.57,5089.46,5289.05,5538.53,5,2025
02-04-2025 19:45,4,02-04-2025 20:00,4,4667.39,4870.32,5022.52,5073.25,5123.98,5377.64,5682.04,6,2025
02-04-2025 20:00,4,02-04-2025 20:15,4,4659.63,4966.86,5069.27,5171.67,5222.88,5478.9,5786.13,7,2025
02-04-2025 20:15,4,02-04-2025 20:30,4,4827.32,4930.03,5032.74,5084.1,5238.16,5494.93,5957.12,8,2025
02-04-2025 20:30,4,02-04-2025 20:45,4,4444.49,4862.79,5228.81,5333.39,5385.67,5647.11,5803.98,9,2025
02-04-2025 20:45,4,02-04-2025 21:00,4,4617.89,4929.21,5084.87,5188.64,5292.41,5448.07,5655.62,10,2025
02-04-2025 21:00,4,02-04-2025 21:15,4,4680.22,4988.81,5091.67,5143.1,5245.96,5400.26,5605.98,11,2025
02-04-2025 21:15,4,02-04-2025 21:30,4,4481.96,4830.55,5029.75,5079.55,5129.35,5228.95,5328.55,12,2025
02-04-2025 21:30,4,02-04-2025 21:45,4,4524.35,4770.24,4917.77,4966.95,5065.3,5163.66,5262.01,13,2025
02-04-2025 21:45,4,02-04-2025 22:00,4,4620.61,4769.66,4918.72,4968.4,5018.08,5167.14,5266.5,14,2025
02-04-2025 22:00,4,02-04-2025 22:15,4,4916.4,5019.91,5123.41,5175.16,5278.66,5433.92,5537.42,15,2025
02-04-2025 22:15,4,02-04-2025 22:30,4,5547.37,5662.94,5778.51,5836.3,5951.87,6125.22,6183.01,16,2025
02-04-2025 22:30,4,02-04-2025 22:45,4,6122.48,6250.03,6377.58,6441.36,6568.91,6760.23,6887.79,17,2025
02-04-2025 22:45,4,02-04-2025 23:00,4,6207.38,6338.06,6468.74,6534.08,6730.1,6926.12,7056.81,18,2025
02-04-2025 23:00,4,02-04-2025 23:15,4,5926.6,6184.28,6377.54,6506.38,6635.22,6828.48,7021.74,19,2025
02-04-2025 23:15,4,02-04-2025 23:30,4,5798.06,6120.18,6377.87,6571.14,6635.56,6893.25,7086.52,20,2025
02-04-2025 23:30,4,02-04-2025 23:45,4,5839.31,6104.73,6436.51,6635.58,6834.65,7100.07,7431.85,21,2025
02-04-2025 23:45,4,03-04-2025 00:00,4,5897.21,6318.44,6809.88,7020.49,7160.9,7511.92,7792.74,22,2025
03-04-2025 00:00,4,03-04-2025 00:15,4,6082.85,6683.62,7209.3,7434.59,7659.88,7960.27,8185.56,23,2025
03-04-2025 00:15,4,03-04-2025 00:30,4,5659.85,6577.66,7189.53,7495.47,7724.92,8030.86,8336.8,24,2025
03-04-2025 00:30,4,03-04-2025 00:45,4,7848.59,8205.34,8651.28,8829.66,9097.23,9721.55,10702.62,25,2025
03-04-2025 00:45,4,03-04-2025 01:00,4,7966.09,8328.18,8690.28,8871.32,9233.42,9957.61,10772.32,26,2025
03-04-2025 01:00,4,03-04-2025 01:15,4,7880.7,8328.47,8597.13,8865.79,9224,9940.43,10746.41,27,2025
03-04-2025 01:15,4,03-04-2025 01:30,4,7723.16,8261.99,8711.01,8980.42,9339.64,9968.27,10686.7,28,2025
03-04-2025 01:30,4,03-04-2025 01:45,4,7609.62,8027.73,8362.22,8613.09,9031.2,9700.18,10452.78,29,2025
03-04-2025 01:45,4,03-04-2025 02:00,4,6814.28,7192.85,7495.71,7722.85,7949.99,8555.7,9237.13,30,2025
03-04-2025 02:00,4,03-04-2025 02:15,4,5270.55,5621.92,5856.17,6031.86,6266.1,6793.16,7261.65,31,2025
03-04-2025 02:15,4,03-04-2025 02:30,4,4319.09,4564.5,4809.9,5006.22,5153.46,5447.95,5987.83,32,2025
03-04-2025 02:30,4,03-04-2025 02:45,4,4019.52,4350.54,4586.98,4823.43,4965.29,5201.74,5532.75,33,2025
03-04-2025 02:45,4,03-04-2025 03:00,4,3461.54,3795.18,4045.41,4253.94,4337.35,4545.88,4754.4,34,2025
03-04-2025 03:00,4,03-04-2025 03:15,4,3215.91,3405.08,3669.92,3821.25,3934.76,4048.26,4237.43,35,2025
03-04-2025 03:15,4,03-04-2025 03:30,4,2946.96,3120.31,3328.33,3501.68,3571.02,3709.7,3813.71,36,2025
03-04-2025 03:30,4,03-04-2025 03:45,4,2657.31,2813.62,3032.46,3126.25,3220.04,3313.82,3438.88,37,2025
03-04-2025 03:45,4,03-04-2025 04:00,4,2619.54,2770.08,2950.74,3010.96,3101.29,3221.73,3372.28,38,2025
03-04-2025 04:00,4,03-04-2025 04:15,4,2562.65,2677.82,2821.79,2879.38,2965.76,3109.73,3253.7,39,2025
03-04-2025 04:15,4,03-04-2025 04:30,4,2392.65,2473.3,2580.84,2661.49,2742.14,2876.56,3064.74,40,2025
03-04-2025 04:30,4,03-04-2025 04:45,4,2304.6,2407.03,2509.46,2611.88,2688.7,2867.95,3047.2,41,2025
03-04-2025 04:45,4,03-04-2025 05:00,4,2390.3,2469.1,2574.17,2652.97,2705.5,2889.37,3152.04,42,2025
03-04-2025 05:00,4,03-04-2025 05:15,4,2384.19,2518.14,2598.5,2678.87,2732.45,2919.97,3161.07,43,2025
03-04-2025 05:15,4,03-04-2025 05:30,4,2409.45,2571.89,2626.03,2707.25,2761.4,2950.9,3167.48,44,2025
03-04-2025 05:30,4,03-04-2025 05:45,4,2157.8,2447.26,2631.46,2710.4,2763.03,2841.98,2947.24,45,2025
03-04-2025 05:45,4,03-04-2025 06:00,4,2297.86,2482.75,2641.22,2694.04,2746.87,2826.11,2905.34,46,2025
03-04-2025 06:00,4,03-04-2025 06:15,4,2282.5,2466.15,2571.09,2623.56,2676.03,2728.5,2807.21,47,2025
03-04-2025 06:15,4,03-04-2025 06:30,4,2392.2,2497.35,2576.21,2602.5,2681.37,2760.23,2865.38,48,2025
03-04-2025 06:30,4,03-04-2025 06:45,4,2356.97,2461.73,2540.29,2592.67,2645.05,2723.61,2802.18,49,2025
03-04-2025 06:45,4,03-04-2025 07:00,4,2407.91,2459.69,2511.48,2563.26,2615.04,2692.72,2796.28,50,2025
03-04-2025 07:00,4,03-04-2025 07:15,4,2406.77,2458.52,2510.28,2562.04,2613.8,2691.44,2794.95,51,2025
03-04-2025 07:15,4,03-04-2025 07:30,4,2417.31,2469.3,2547.27,2573.27,2651.25,2729.22,2807.2,52,2025
03-04-2025 07:30,4,03-04-2025 07:45,4,2319.98,2451.8,2583.61,2662.7,2715.43,2768.16,2820.88,53,2025
03-04-2025 07:45,4,03-04-2025 08:00,4,2357.59,2462.37,2593.34,2671.93,2724.32,2776.71,2855.3,54,2025
03-04-2025 08:00,4,03-04-2025 08:15,4,2379.14,2454.27,2529.4,2579.49,2629.58,2704.71,2779.84,55,2025
03-04-2025 08:15,4,03-04-2025 08:30,4,2383.98,2459.26,2534.54,2609.83,2660.02,2760.4,2860.77,56,2025
03-04-2025 08:30,4,03-04-2025 08:45,4,2247.56,2321.66,2395.75,2469.85,2568.64,2667.44,2766.23,57,2025
03-04-2025 08:45,4,03-04-2025 09:00,4,2280.87,2355.25,2429.63,2504,2578.38,2702.34,2776.72,58,2025
03-04-2025 09:00,4,03-04-2025 09:15,4,2316.17,2390.89,2465.6,2540.32,2639.94,2739.56,2814.28,59,2025
03-04-2025 09:15,4,03-04-2025 09:30,4,2276.36,2401.43,2501.49,2576.53,2651.58,2776.65,2826.68,60,2025
03-04-2025 09:30,4,03-04-2025 09:45,4,2204.22,2332.38,2460.53,2537.42,2639.94,2742.46,2819.36,61,2025
03-04-2025 09:45,4,03-04-2025 10:00,4,2460.44,2636.19,2782.64,2899.81,3016.97,3134.14,3222.01,62,2025
03-04-2025 10:00,4,03-04-2025 10:15,4,2401.59,2609.14,2846.33,2935.28,3053.88,3202.12,3350.37,63,2025
03-04-2025 10:15,4,03-04-2025 10:30,4,2633.91,2897.3,3160.69,3292.39,3424.09,3621.63,3917.94,64,2025
03-04-2025 10:30,4,03-04-2025 10:45,4,2653.18,3021.68,3463.87,3648.12,3795.52,3979.77,4090.32,65,2025
03-04-2025 10:45,4,03-04-2025 11:00,4,2761.07,3149.95,3694.39,3927.72,4083.27,4277.71,4549.93,66,2025
03-04-2025 11:00,4,03-04-2025 11:15,4,3018.64,3376.12,3813.02,4011.62,4249.93,4567.68,5282.63,67,2025
03-04-2025 11:15,4,03-04-2025 11:30,4,3198.17,3530.45,3987.33,4278.07,4527.28,4984.16,5399.51,68,2025
03-04-2025 11:30,4,03-04-2025 11:45,4,3422.35,3817.24,4256,4563.14,4826.39,5265.16,5660.04,69,2025
03-04-2025 11:45,4,03-04-2025 12:00,4,3485.61,3843.11,4379.36,4692.17,4915.6,5273.1,5585.91,70,2025
03-04-2025 12:00,4,03-04-2025 12:15,4,3780.91,4168.7,4604.95,4895.79,5089.69,5525.94,6204.57,71,2025
03-04-2025 12:15,4,03-04-2025 12:30,4,4407.76,4742.52,5244.67,5523.65,5802.62,6583.74,7030.09,72,2025
03-04-2025 12:30,4,03-04-2025 12:45,4,4880.96,5381.57,5819.61,6257.64,6633.1,7258.86,7759.47,73,2025
03-04-2025 12:45,4,03-04-2025 13:00,4,6158.55,6462.68,7070.93,7603.15,8059.34,8743.62,9275.84,74,2025
03-04-2025 13:00,4,03-04-2025 13:15,4,7109.38,7559.34,8369.27,8909.22,9359.18,10259.1,10979.04,75,2025
03-04-2025 13:15,4,03-04-2025 13:30,4,7473.7,8153.12,9026.67,9511.98,9997.28,10967.89,11550.26,76,2025
03-04-2025 13:30,4,03-04-2025 13:45,4,8487.17,8881.92,9375.36,9770.11,10559.62,11645.18,12237.31,77,2025
03-04-2025 13:45,4,03-04-2025 14:00,4,8799.93,9199.93,9699.92,9999.92,10899.91,11699.91,12099.9,78,2025
03-04-2025 14:00,4,03-04-2025 14:15,4,8388.49,8987.67,9786.57,10086.16,10885.07,11683.97,12183.29,79,2025
03-04-2025 14:15,4,03-04-2025 14:30,4,8799.89,9299.89,9899.88,10299.88,10899.87,11999.86,12799.85,80,2025
03-04-2025 14:30,4,03-04-2025 14:45,4,7599.9,8399.89,9499.88,10099.87,10399.86,10799.86,11399.85,81,2025
03-04-2025 14:45,4,03-04-2025 15:00,4,8283.27,8882.06,9680.44,10079.64,10279.24,10678.43,11177.42,82,2025
03-04-2025 15:00,4,03-04-2025 15:15,4,8427.35,8819.32,9505.26,9897.23,10093.22,10387.19,10877.16,83,2025
03-04-2025 15:15,4,03-04-2025 15:30,4,8778.02,9168.16,9558.29,9850.89,10045.96,10436.1,10728.7,84,2025
03-04-2025 15:30,4,03-04-2025 15:45,4,8522.34,9012.13,9403.96,9697.83,9893.75,10187.62,10677.41,85,2025
03-04-2025 15:45,4,03-04-2025 16:00,4,8982.46,9179.88,9574.71,9772.13,10068.26,10364.38,10660.51,86,2025
03-04-2025 16:00,4,03-04-2025 16:15,4,8922.24,9213.19,9504.13,9698.09,10086.01,10376.96,10570.92,87,2025
03-04-2025 16:15,4,03-04-2025 16:30,4,8643.03,8828.9,9107.71,9386.52,9665.32,10037.07,10222.94,88,2025
03-04-2025 16:30,4,03-04-2025 16:45,4,7654.12,7990.56,8242.9,8411.12,8579.34,8747.56,8999.9,89,2025
03-04-2025 16:45,4,03-04-2025 17:00,4,7700.37,7948.77,8114.37,8197.17,8362.77,8611.17,8859.57,90,2025
03-04-2025 17:00,4,03-04-2025 17:15,4,7711.6,7792.77,7955.12,8117.47,8198.64,8442.17,8685.69,91,2025
03-04-2025 17:15,4,03-04-2025 17:30,4,7569.02,7648.69,7808.04,7887.72,8047.06,8206.41,8525.11,92,2025
03-04-2025 17:30,4,03-04-2025 17:45,4,7255.2,7563.93,7795.48,7872.67,8027.03,8335.76,8567.31,93,2025
03-04-2025 17:45,4,03-04-2025 18:00,4,7335.93,7567.59,7799.25,7876.47,8108.13,8571.45,8957.55,94,2025
03-04-2025 18:00,4,03-04-2025 18:15,4,6979.05,7279.22,7504.35,7654.44,7804.52,8479.92,9155.31,95,2025
03-04-2025 18:15,4,03-04-2025 18:30,4,6105.12,6370.56,6636,6768.72,6967.8,7697.76,8560.44,96,2025
